UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,AIRCRAFT_TYPE,MONTH
F9,Frontier Airlines Inc.,ISP,NY,TPA,FL,694,9
F9,Frontier Airlines Inc.,ISP,NY,TPA,FL,722,9
F9,Frontier Airlines Inc.,JAX,FL,DEN,CO,694,9
F9,Frontier Airlines Inc.,JAX,FL,DEN,CO,722,9
F9,Frontier Airlines Inc.,JAX,FL,PHL,PA,694,9
F9,Frontier Airlines Inc.,JAX,FL,PHL,PA,699,9
F9,Frontier Airlines Inc.,JAX,FL,PHL,PA,722,9
F9,Frontier Airlines Inc.,JAX,FL,SJU,PR,694,9
F9,Frontier Airlines Inc.,JAX,FL,SJU,PR,722,9
F9,Frontier Airlines Inc.,LAS,NV,ABQ,NM,694,9
F9,Frontier Airlines Inc.,LAS,NV,ABQ,NM,722,9
F9,Frontier Airlines Inc.,LAS,NV,ATL,GA,694,9
F9,Frontier Airlines Inc.,LAS,NV,ATL,GA,722,9
F9,Frontier Airlines Inc.,LAS,NV,AUS,TX,694,9
F9,Frontier Airlines Inc.,LAS,NV,AUS,TX,722,9
F9,Frontier Airlines Inc.,LAS,NV,BDL,CT,694,9
F9,Frontier Airlines Inc.,LAS,NV,BDL,CT,722,9
F9,Frontier Airlines Inc.,LAS,NV,BNA,TN,694,9
F9,Frontier Airlines Inc.,LAS,NV,BNA,TN,722,9
F9,Frontier Airlines Inc.,LAS,NV,BUF,NY,694,9
F9,Frontier Airlines Inc.,LAS,NV,BUF,NY,722,9
F9,Frontier Airlines Inc.,LAS,NV,BUR,CA,722,9
F9,Frontier Airlines Inc.,LAS,NV,BWI,MD,694,9
F9,Frontier Airlines Inc.,LAS,NV,BWI,MD,722,9
F9,Frontier Airlines Inc.,LAS,NV,CLE,OH,699,9
F9,Frontier Airlines Inc.,LAS,NV,CLT,NC,694,9
F9,Frontier Airlines Inc.,LAS,NV,CLT,NC,722,9
F9,Frontier Airlines Inc.,LAS,NV,COS,CO,694,9
F9,Frontier Airlines Inc.,LAS,NV,COS,CO,699,9
F9,Frontier Airlines Inc.,LAS,NV,COS,CO,722,9
F9,Frontier Airlines Inc.,LAS,NV,CVG,KY,699,9
F9,Frontier Airlines Inc.,LAS,NV,DEN,CO,694,9
F9,Frontier Airlines Inc.,LAS,NV,DEN,CO,722,9
F9,Frontier Airlines Inc.,LAS,NV,DFW,TX,694,9
F9,Frontier Airlines Inc.,LAS,NV,DFW,TX,722,9
F9,Frontier Airlines Inc.,LAS,NV,DSM,IA,694,9
F9,Frontier Airlines Inc.,LAS,NV,DSM,IA,722,9
F9,Frontier Airlines Inc.,LAS,NV,DTW,MI,694,9
F9,Frontier Airlines Inc.,LAS,NV,DTW,MI,722,9
F9,Frontier Airlines Inc.,LAS,NV,ELP,TX,694,9
F9,Frontier Airlines Inc.,LAS,NV,ELP,TX,722,9
F9,Frontier Airlines Inc.,LAS,NV,FSD,SD,694,9
F9,Frontier Airlines Inc.,LAS,NV,FSD,SD,722,9
F9,Frontier Airlines Inc.,LAS,NV,GEG,WA,694,9
F9,Frontier Airlines Inc.,LAS,NV,GEG,WA,699,9
F9,Frontier Airlines Inc.,LAS,NV,GEG,WA,722,9
F9,Frontier Airlines Inc.,LAS,NV,HOU,TX,694,9
F9,Frontier Airlines Inc.,LAS,NV,HOU,TX,722,9
F9,Frontier Airlines Inc.,LAS,NV,IAH,TX,694,9
F9,Frontier Airlines Inc.,LAS,NV,IAH,TX,699,9
F9,Frontier Airlines Inc.,LAS,NV,IAH,TX,722,9
F9,Frontier Airlines Inc.,LAS,NV,IND,IN,694,9
F9,Frontier Airlines Inc.,LAS,NV,IND,IN,722,9
F9,Frontier Airlines Inc.,LAS,NV,LIT,AR,694,9
F9,Frontier Airlines Inc.,LAS,NV,LIT,AR,722,9
F9,Frontier Airlines Inc.,LAS,NV,MCI,MO,694,9
F9,Frontier Airlines Inc.,LAS,NV,MCI,MO,699,9
F9,Frontier Airlines Inc.,LAS,NV,MCI,MO,722,9
F9,Frontier Airlines Inc.,LAS,NV,MCO,FL,694,9
F9,Frontier Airlines Inc.,LAS,NV,MCO,FL,699,9
F9,Frontier Airlines Inc.,LAS,NV,MCO,FL,722,9
F9,Frontier Airlines Inc.,LAS,NV,MDW,IL,722,9
F9,Frontier Airlines Inc.,LAS,NV,MEM,TN,694,9
F9,Frontier Airlines Inc.,LAS,NV,MEM,TN,722,9
F9,Frontier Airlines Inc.,LAS,NV,MIA,FL,694,9
F9,Frontier Airlines Inc.,LAS,NV,MIA,FL,722,9
F9,Frontier Airlines Inc.,LAS,NV,MKE,WI,694,9
F9,Frontier Airlines Inc.,LAS,NV,MKE,WI,722,9
F9,Frontier Airlines Inc.,LAS,NV,MSP,MN,694,9
F9,Frontier Airlines Inc.,LAS,NV,MSP,MN,722,9
F9,Frontier Airlines Inc.,LAS,NV,MSY,LA,722,9
F9,Frontier Airlines Inc.,LAS,NV,OAK,CA,694,9
F9,Frontier Airlines Inc.,LAS,NV,OAK,CA,722,9
F9,Frontier Airlines Inc.,LAS,NV,OKC,OK,694,9
F9,Frontier Airlines Inc.,LAS,NV,OKC,OK,699,9
F9,Frontier Airlines Inc.,LAS,NV,OKC,OK,722,9
F9,Frontier Airlines Inc.,LAS,NV,OMA,NE,694,9
F9,Frontier Airlines Inc.,LAS,NV,OMA,NE,722,9
F9,Frontier Airlines Inc.,LAS,NV,ONT,CA,694,9
F9,Frontier Airlines Inc.,LAS,NV,ONT,CA,722,9
F9,Frontier Airlines Inc.,LAS,NV,ORD,IL,694,9
F9,Frontier Airlines Inc.,LAS,NV,ORD,IL,699,9
F9,Frontier Airlines Inc.,LAS,NV,ORD,IL,722,9
F9,Frontier Airlines Inc.,LAS,NV,PDX,OR,694,9
F9,Frontier Airlines Inc.,LAS,NV,PDX,OR,722,9
F9,Frontier Airlines Inc.,LAS,NV,PHL,PA,722,9
F9,Frontier Airlines Inc.,LAS,NV,PHX,AZ,694,9
F9,Frontier Airlines Inc.,LAS,NV,PHX,AZ,722,9
F9,Frontier Airlines Inc.,LAS,NV,RDU,NC,694,9
F9,Frontier Airlines Inc.,LAS,NV,RDU,NC,722,9
F9,Frontier Airlines Inc.,LAS,NV,RNO,NV,694,9
F9,Frontier Airlines Inc.,LAS,NV,RNO,NV,722,9
F9,Frontier Airlines Inc.,LAS,NV,SAN,CA,694,9
F9,Frontier Airlines Inc.,LAS,NV,SAN,CA,699,9
F9,Frontier Airlines Inc.,LAS,NV,SAN,CA,722,9
F9,Frontier Airlines Inc.,LAS,NV,SAT,TX,694,9
F9,Frontier Airlines Inc.,LAS,NV,SAT,TX,699,9
F9,Frontier Airlines Inc.,LAS,NV,SAT,TX,722,9
F9,Frontier Airlines Inc.,LAS,NV,SEA,WA,694,9
F9,Frontier Airlines Inc.,LAS,NV,SEA,WA,699,9
F9,Frontier Airlines Inc.,LAS,NV,SEA,WA,722,9
F9,Frontier Airlines Inc.,LAS,NV,SFO,CA,694,9
F9,Frontier Airlines Inc.,LAS,NV,SFO,CA,722,9
F9,Frontier Airlines Inc.,LAS,NV,SLC,UT,694,9
F9,Frontier Airlines Inc.,LAS,NV,SLC,UT,722,9
F9,Frontier Airlines Inc.,LAS,NV,SMF,CA,694,9
F9,Frontier Airlines Inc.,LAS,NV,SMF,CA,722,9
F9,Frontier Airlines Inc.,LAS,NV,SNA,CA,694,9
F9,Frontier Airlines Inc.,LAS,NV,SNA,CA,722,9
F9,Frontier Airlines Inc.,LAS,NV,STL,MO,694,9
F9,Frontier Airlines Inc.,LAS,NV,STL,MO,699,9
F9,Frontier Airlines Inc.,LAS,NV,STL,MO,722,9
F9,Frontier Airlines Inc.,LAS,NV,TPA,FL,694,9
F9,Frontier Airlines Inc.,LAS,NV,TPA,FL,722,9
F9,Frontier Airlines Inc.,LAS,NV,XNA,AR,699,9
F9,Frontier Airlines Inc.,LAS,NV,XNA,AR,722,9
F9,Frontier Airlines Inc.,LGA,NY,ATL,GA,694,9
F9,Frontier Airlines Inc.,LGA,NY,ATL,GA,722,9
F9,Frontier Airlines Inc.,LGA,NY,MCO,FL,694,9
F9,Frontier Airlines Inc.,LGA,NY,MCO,FL,699,9
F9,Frontier Airlines Inc.,LGA,NY,MCO,FL,722,9
F9,Frontier Airlines Inc.,LIT,AR,DEN,CO,694,9
F9,Frontier Airlines Inc.,LIT,AR,DEN,CO,722,9
F9,Frontier Airlines Inc.,LIT,AR,LAS,NV,694,9
F9,Frontier Airlines Inc.,LIT,AR,LAS,NV,722,9
F9,Frontier Airlines Inc.,MCI,MO,DEN,CO,694,9
F9,Frontier Airlines Inc.,MCI,MO,DEN,CO,722,9
F9,Frontier Airlines Inc.,MCI,MO,LAS,NV,694,9
F9,Frontier Airlines Inc.,MCI,MO,LAS,NV,699,9
F9,Frontier Airlines Inc.,MCI,MO,LAS,NV,722,9
F9,Frontier Airlines Inc.,MCI,MO,PHL,PA,694,9
F9,Frontier Airlines Inc.,MCI,MO,PHL,PA,699,9
F9,Frontier Airlines Inc.,MCI,MO,PHL,PA,722,9
F9,Frontier Airlines Inc.,MCO,FL,ALB,NY,694,9
F9,Frontier Airlines Inc.,MCO,FL,ALB,NY,699,9
F9,Frontier Airlines Inc.,MCO,FL,ALB,NY,722,9
F9,Frontier Airlines Inc.,MCO,FL,ATL,GA,694,9
F9,Frontier Airlines Inc.,MCO,FL,ATL,GA,699,9
F9,Frontier Airlines Inc.,MCO,FL,ATL,GA,722,9
F9,Frontier Airlines Inc.,MCO,FL,BDL,CT,694,9
F9,Frontier Airlines Inc.,MCO,FL,BDL,CT,699,9
F9,Frontier Airlines Inc.,MCO,FL,BDL,CT,722,9
F9,Frontier Airlines Inc.,MCO,FL,BNA,TN,699,9
F9,Frontier Airlines Inc.,MCO,FL,BNA,TN,722,9
F9,Frontier Airlines Inc.,MCO,FL,BOS,MA,699,9
F9,Frontier Airlines Inc.,MCO,FL,BOS,MA,722,9
F9,Frontier Airlines Inc.,MCO,FL,BQN,PR,694,9
F9,Frontier Airlines Inc.,MCO,FL,BQN,PR,722,9
F9,Frontier Airlines Inc.,MCO,FL,BUF,NY,694,9
F9,Frontier Airlines Inc.,MCO,FL,BUF,NY,699,9
F9,Frontier Airlines Inc.,MCO,FL,BUF,NY,722,9
F9,Frontier Airlines Inc.,MCO,FL,BWI,MD,694,9
F9,Frontier Airlines Inc.,MCO,FL,BWI,MD,699,9
F9,Frontier Airlines Inc.,MCO,FL,BWI,MD,722,9
F9,Frontier Airlines Inc.,MCO,FL,CLE,OH,694,9
F9,Frontier Airlines Inc.,MCO,FL,CLE,OH,699,9
F9,Frontier Airlines Inc.,MCO,FL,CLE,OH,722,9
F9,Frontier Airlines Inc.,MCO,FL,CLT,NC,699,9
F9,Frontier Airlines Inc.,MCO,FL,CLT,NC,722,9
F9,Frontier Airlines Inc.,MCO,FL,CMH,OH,699,9
F9,Frontier Airlines Inc.,MCO,FL,CMH,OH,722,9
F9,Frontier Airlines Inc.,MCO,FL,CVG,KY,694,9
F9,Frontier Airlines Inc.,MCO,FL,CVG,KY,699,9
F9,Frontier Airlines Inc.,MCO,FL,CVG,KY,722,9
F9,Frontier Airlines Inc.,MCO,FL,DEN,CO,694,9
F9,Frontier Airlines Inc.,MCO,FL,DEN,CO,699,9
F9,Frontier Airlines Inc.,MCO,FL,DEN,CO,722,9
F9,Frontier Airlines Inc.,MCO,FL,DFW,TX,694,9
F9,Frontier Airlines Inc.,MCO,FL,DFW,TX,699,9
F9,Frontier Airlines Inc.,MCO,FL,DFW,TX,722,9
F9,Frontier Airlines Inc.,MCO,FL,DTW,MI,694,9
F9,Frontier Airlines Inc.,MCO,FL,DTW,MI,699,9
F9,Frontier Airlines Inc.,MCO,FL,DTW,MI,722,9
F9,Frontier Airlines Inc.,MCO,FL,ELP,TX,699,9
F9,Frontier Airlines Inc.,MCO,FL,ELP,TX,722,9
F9,Frontier Airlines Inc.,MCO,FL,GRR,MI,699,9
F9,Frontier Airlines Inc.,MCO,FL,GRR,MI,722,9
F9,Frontier Airlines Inc.,MCO,FL,HOU,TX,694,9
F9,Frontier Airlines Inc.,MCO,FL,HOU,TX,722,9
F9,Frontier Airlines Inc.,MCO,FL,IAH,TX,694,9
F9,Frontier Airlines Inc.,MCO,FL,IAH,TX,722,9
F9,Frontier Airlines Inc.,MCO,FL,IND,IN,699,9
F9,Frontier Airlines Inc.,MCO,FL,IND,IN,722,9
F9,Frontier Airlines Inc.,MCO,FL,ISP,NY,694,9
F9,Frontier Airlines Inc.,MCO,FL,ISP,NY,699,9
F9,Frontier Airlines Inc.,MCO,FL,ISP,NY,722,9
F9,Frontier Airlines Inc.,MCO,FL,LAS,NV,694,9
F9,Frontier Airlines Inc.,MCO,FL,LAS,NV,722,9
F9,Frontier Airlines Inc.,MCO,FL,LGA,NY,694,9
F9,Frontier Airlines Inc.,MCO,FL,LGA,NY,699,9
F9,Frontier Airlines Inc.,MCO,FL,LGA,NY,722,9
F9,Frontier Airlines Inc.,MCO,FL,MDW,IL,694,9
F9,Frontier Airlines Inc.,MCO,FL,MDW,IL,722,9
F9,Frontier Airlines Inc.,MCO,FL,MEM,TN,694,9
F9,Frontier Airlines Inc.,MCO,FL,MEM,TN,722,9
F9,Frontier Airlines Inc.,MCO,FL,MKE,WI,722,9
F9,Frontier Airlines Inc.,MCO,FL,MSY,LA,694,9
F9,Frontier Airlines Inc.,MCO,FL,MSY,LA,699,9
F9,Frontier Airlines Inc.,MCO,FL,MSY,LA,722,9
F9,Frontier Airlines Inc.,MCO,FL,ONT,CA,694,9
F9,Frontier Airlines Inc.,MCO,FL,ONT,CA,722,9
F9,Frontier Airlines Inc.,MCO,FL,ORD,IL,699,9
F9,Frontier Airlines Inc.,MCO,FL,ORF,VA,694,9
F9,Frontier Airlines Inc.,MCO,FL,ORF,VA,699,9
F9,Frontier Airlines Inc.,MCO,FL,ORF,VA,722,9
F9,Frontier Airlines Inc.,MCO,FL,PHL,PA,694,9
F9,Frontier Airlines Inc.,MCO,FL,PHL,PA,699,9
F9,Frontier Airlines Inc.,MCO,FL,PHL,PA,722,9
F9,Frontier Airlines Inc.,MCO,FL,PHX,AZ,694,9
F9,Frontier Airlines Inc.,MCO,FL,PHX,AZ,699,9
F9,Frontier Airlines Inc.,MCO,FL,PHX,AZ,722,9
F9,Frontier Airlines Inc.,MCO,FL,PVD,RI,699,9
F9,Frontier Airlines Inc.,MCO,FL,PVD,RI,722,9
F9,Frontier Airlines Inc.,MCO,FL,PWM,ME,699,9
F9,Frontier Airlines Inc.,MCO,FL,RDU,NC,694,9
F9,Frontier Airlines Inc.,MCO,FL,RDU,NC,699,9
F9,Frontier Airlines Inc.,MCO,FL,RDU,NC,722,9
F9,Frontier Airlines Inc.,MCO,FL,ROC,NY,694,9
F9,Frontier Airlines Inc.,MCO,FL,ROC,NY,699,9
F9,Frontier Airlines Inc.,MCO,FL,ROC,NY,722,9
F9,Frontier Airlines Inc.,MCO,FL,SAT,TX,694,9
F9,Frontier Airlines Inc.,MCO,FL,SAT,TX,699,9
F9,Frontier Airlines Inc.,MCO,FL,SAT,TX,722,9
F9,Frontier Airlines Inc.,MCO,FL,SJU,PR,694,9
F9,Frontier Airlines Inc.,MCO,FL,SJU,PR,699,9
F9,Frontier Airlines Inc.,MCO,FL,SJU,PR,722,9
F9,Frontier Airlines Inc.,MCO,FL,STL,MO,699,9
F9,Frontier Airlines Inc.,MCO,FL,STL,MO,722,9
F9,Frontier Airlines Inc.,MCO,FL,STT,VI,722,9
F9,Frontier Airlines Inc.,MCO,FL,SWF,NY,694,9
F9,Frontier Airlines Inc.,MCO,FL,SWF,NY,722,9
F9,Frontier Airlines Inc.,MCO,FL,SYR,NY,699,9
F9,Frontier Airlines Inc.,MCO,FL,SYR,NY,722,9
F9,Frontier Airlines Inc.,MCO,FL,TTN,NJ,694,9
F9,Frontier Airlines Inc.,MCO,FL,TTN,NJ,722,9
F9,Frontier Airlines Inc.,MDT,PA,DEN,CO,694,9
F9,Frontier Airlines Inc.,MDT,PA,DEN,CO,722,9
F9,Frontier Airlines Inc.,MDW,IL,ATL,GA,694,9
F9,Frontier Airlines Inc.,MDW,IL,ATL,GA,722,9
F9,Frontier Airlines Inc.,MDW,IL,DEN,CO,694,9
F9,Frontier Airlines Inc.,MDW,IL,DEN,CO,722,9
F9,Frontier Airlines Inc.,MDW,IL,DFW,TX,722,9
F9,Frontier Airlines Inc.,MDW,IL,LAS,NV,722,9
F9,Frontier Airlines Inc.,MDW,IL,MCO,FL,694,9
F9,Frontier Airlines Inc.,MDW,IL,MCO,FL,722,9
F9,Frontier Airlines Inc.,MDW,IL,ONT,CA,722,9
F9,Frontier Airlines Inc.,MDW,IL,PHL,PA,694,9
F9,Frontier Airlines Inc.,MDW,IL,PHL,PA,722,9
F9,Frontier Airlines Inc.,MDW,IL,PHX,AZ,722,9
F9,Frontier Airlines Inc.,MDW,IL,TPA,FL,722,9
F9,Frontier Airlines Inc.,MEM,TN,DEN,CO,694,9
F9,Frontier Airlines Inc.,MEM,TN,DEN,CO,722,9
F9,Frontier Airlines Inc.,MEM,TN,LAS,NV,694,9
F9,Frontier Airlines Inc.,MEM,TN,LAS,NV,722,9
F9,Frontier Airlines Inc.,MEM,TN,MCO,FL,694,9
F9,Frontier Airlines Inc.,MEM,TN,MCO,FL,722,9
F9,Frontier Airlines Inc.,MIA,FL,ATL,GA,694,9
F9,Frontier Airlines Inc.,MIA,FL,ATL,GA,722,9
F9,Frontier Airlines Inc.,MIA,FL,BWI,MD,694,9
F9,Frontier Airlines Inc.,MIA,FL,BWI,MD,722,9
F9,Frontier Airlines Inc.,MIA,FL,CVG,KY,694,9
F9,Frontier Airlines Inc.,MIA,FL,CVG,KY,722,9
F9,Frontier Airlines Inc.,MIA,FL,DEN,CO,694,9
F9,Frontier Airlines Inc.,MIA,FL,DEN,CO,722,9
F9,Frontier Airlines Inc.,MIA,FL,LAS,NV,694,9
F9,Frontier Airlines Inc.,MIA,FL,LAS,NV,722,9
F9,Frontier Airlines Inc.,MIA,FL,PHL,PA,694,9
F9,Frontier Airlines Inc.,MIA,FL,PHL,PA,722,9
F9,Frontier Airlines Inc.,MIA,FL,SJU,PR,694,9
F9,Frontier Airlines Inc.,MIA,FL,SJU,PR,722,9
F9,Frontier Airlines Inc.,MKE,WI,DEN,CO,694,9
F9,Frontier Airlines Inc.,MKE,WI,DEN,CO,699,9
F9,Frontier Airlines Inc.,MKE,WI,DEN,CO,722,9
F9,Frontier Airlines Inc.,MKE,WI,LAS,NV,694,9
F9,Frontier Airlines Inc.,MKE,WI,LAS,NV,722,9
F9,Frontier Airlines Inc.,MKE,WI,MCO,FL,722,9
F9,Frontier Airlines Inc.,MSN,WI,DEN,CO,694,9
F9,Frontier Airlines Inc.,MSN,WI,DEN,CO,722,9
F9,Frontier Airlines Inc.,MSO,MT,DEN,CO,694,9
F9,Frontier Airlines Inc.,MSO,MT,DEN,CO,722,9
F9,Frontier Airlines Inc.,MSP,MN,DEN,CO,694,9
F9,Frontier Airlines Inc.,MSP,MN,DEN,CO,699,9
F9,Frontier Airlines Inc.,MSP,MN,DEN,CO,722,9
F9,Frontier Airlines Inc.,MSP,MN,LAS,NV,694,9
F9,Frontier Airlines Inc.,MSP,MN,LAS,NV,722,9
F9,Frontier Airlines Inc.,MSY,LA,ATL,GA,694,9
F9,Frontier Airlines Inc.,MSY,LA,ATL,GA,722,9
F9,Frontier Airlines Inc.,MSY,LA,DEN,CO,694,9
F9,Frontier Airlines Inc.,MSY,LA,DEN,CO,699,9
F9,Frontier Airlines Inc.,MSY,LA,DEN,CO,722,9
F9,Frontier Airlines Inc.,MSY,LA,LAS,NV,722,9
F9,Frontier Airlines Inc.,MSY,LA,MCO,FL,694,9
F9,Frontier Airlines Inc.,MSY,LA,MCO,FL,699,9
F9,Frontier Airlines Inc.,MSY,LA,MCO,FL,722,9
F9,Frontier Airlines Inc.,MSY,LA,PHL,PA,694,9
F9,Frontier Airlines Inc.,MSY,LA,PHL,PA,722,9
F9,Frontier Airlines Inc.,MSY,LA,RDU,NC,722,9
F9,Frontier Airlines Inc.,MYR,SC,DEN,CO,722,9
F9,Frontier Airlines Inc.,MYR,SC,ISP,NY,722,9
F9,Frontier Airlines Inc.,OAK,CA,DEN,CO,694,9
F9,Frontier Airlines Inc.,OAK,CA,DEN,CO,699,9
F9,Frontier Airlines Inc.,OAK,CA,DEN,CO,722,9
F9,Frontier Airlines Inc.,OAK,CA,LAS,NV,694,9
F9,Frontier Airlines Inc.,OAK,CA,LAS,NV,722,9
F9,Frontier Airlines Inc.,OKC,OK,DEN,CO,694,9
F9,Frontier Airlines Inc.,OKC,OK,DEN,CO,722,9
F9,Frontier Airlines Inc.,OKC,OK,LAS,NV,694,9
F9,Frontier Airlines Inc.,OKC,OK,LAS,NV,699,9
F9,Frontier Airlines Inc.,OKC,OK,LAS,NV,722,9
F9,Frontier Airlines Inc.,OMA,NE,DEN,CO,694,9
F9,Frontier Airlines Inc.,OMA,NE,DEN,CO,722,9
F9,Frontier Airlines Inc.,OMA,NE,LAS,NV,694,9
F9,Frontier Airlines Inc.,OMA,NE,LAS,NV,722,9
F9,Frontier Airlines Inc.,ONT,CA,DEN,CO,694,9
F9,Frontier Airlines Inc.,ONT,CA,DEN,CO,699,9
F9,Frontier Airlines Inc.,ONT,CA,DEN,CO,722,9
F9,Frontier Airlines Inc.,ONT,CA,DFW,TX,694,9
F9,Frontier Airlines Inc.,ONT,CA,DFW,TX,722,9
F9,Frontier Airlines Inc.,ONT,CA,LAS,NV,694,9
F9,Frontier Airlines Inc.,ONT,CA,LAS,NV,722,9
F9,Frontier Airlines Inc.,ONT,CA,MCO,FL,694,9
F9,Frontier Airlines Inc.,ONT,CA,MCO,FL,722,9
F9,Frontier Airlines Inc.,ONT,CA,MDW,IL,722,9
F9,Frontier Airlines Inc.,ONT,CA,SFO,CA,694,9
F9,Frontier Airlines Inc.,ONT,CA,SFO,CA,722,9
F9,Frontier Airlines Inc.,ORD,IL,LAS,NV,694,9
F9,Frontier Airlines Inc.,ORD,IL,LAS,NV,699,9
F9,Frontier Airlines Inc.,ORD,IL,LAS,NV,722,9
F9,Frontier Airlines Inc.,ORD,IL,MCO,FL,699,9
F9,Frontier Airlines Inc.,ORF,VA,DEN,CO,699,9
F9,Frontier Airlines Inc.,ORF,VA,DEN,CO,722,9
F9,Frontier Airlines Inc.,ORF,VA,MCO,FL,694,9
F9,Frontier Airlines Inc.,ORF,VA,MCO,FL,699,9
F9,Frontier Airlines Inc.,ORF,VA,MCO,FL,722,9
F9,Frontier Airlines Inc.,PBI,FL,PHL,PA,694,9
F9,Frontier Airlines Inc.,PBI,FL,PHL,PA,699,9
F9,Frontier Airlines Inc.,PBI,FL,PHL,PA,722,9
F9,Frontier Airlines Inc.,PDX,OR,DEN,CO,694,9
F9,Frontier Airlines Inc.,PDX,OR,DEN,CO,722,9
F9,Frontier Airlines Inc.,PDX,OR,LAS,NV,694,9
F9,Frontier Airlines Inc.,PDX,OR,LAS,NV,722,9
F9,Frontier Airlines Inc.,PHL,PA,ATL,GA,694,9
F9,Frontier Airlines Inc.,PHL,PA,ATL,GA,699,9
F9,Frontier Airlines Inc.,PHL,PA,ATL,GA,722,9
F9,Frontier Airlines Inc.,PHL,PA,BNA,TN,699,9
F9,Frontier Airlines Inc.,PHL,PA,BNA,TN,722,9
F9,Frontier Airlines Inc.,PHL,PA,BOS,MA,694,9
F9,Frontier Airlines Inc.,PHL,PA,BOS,MA,722,9
F9,Frontier Airlines Inc.,PHL,PA,CHS,SC,694,9
F9,Frontier Airlines Inc.,PHL,PA,CHS,SC,699,9
F9,Frontier Airlines Inc.,PHL,PA,CHS,SC,722,9
F9,Frontier Airlines Inc.,PHL,PA,CLE,OH,694,9
F9,Frontier Airlines Inc.,PHL,PA,CLE,OH,699,9
F9,Frontier Airlines Inc.,PHL,PA,CLE,OH,722,9
F9,Frontier Airlines Inc.,PHL,PA,CLT,NC,694,9
F9,Frontier Airlines Inc.,PHL,PA,CLT,NC,722,9
F9,Frontier Airlines Inc.,PHL,PA,CVG,KY,699,9
F9,Frontier Airlines Inc.,PHL,PA,CVG,KY,722,9
F9,Frontier Airlines Inc.,PHL,PA,DEN,CO,694,9
F9,Frontier Airlines Inc.,PHL,PA,DEN,CO,699,9
F9,Frontier Airlines Inc.,PHL,PA,DEN,CO,722,9
F9,Frontier Airlines Inc.,PHL,PA,DFW,TX,694,9
F9,Frontier Airlines Inc.,PHL,PA,DFW,TX,699,9
F9,Frontier Airlines Inc.,PHL,PA,DFW,TX,722,9
F9,Frontier Airlines Inc.,PHL,PA,FLL,FL,694,9
F9,Frontier Airlines Inc.,PHL,PA,FLL,FL,722,9
F9,Frontier Airlines Inc.,PHL,PA,IAH,TX,699,9
F9,Frontier Airlines Inc.,PHL,PA,IAH,TX,722,9
F9,Frontier Airlines Inc.,PHL,PA,JAX,FL,694,9
F9,Frontier Airlines Inc.,PHL,PA,JAX,FL,699,9
F9,Frontier Airlines Inc.,PHL,PA,JAX,FL,722,9
F9,Frontier Airlines Inc.,PHL,PA,LAS,NV,694,9
F9,Frontier Airlines Inc.,PHL,PA,LAS,NV,722,9
F9,Frontier Airlines Inc.,PHL,PA,MCI,MO,694,9
F9,Frontier Airlines Inc.,PHL,PA,MCI,MO,699,9
F9,Frontier Airlines Inc.,PHL,PA,MCI,MO,722,9
F9,Frontier Airlines Inc.,PHL,PA,MCO,FL,694,9
F9,Frontier Airlines Inc.,PHL,PA,MCO,FL,699,9
F9,Frontier Airlines Inc.,PHL,PA,MCO,FL,722,9
F9,Frontier Airlines Inc.,PHL,PA,MDW,IL,694,9
F9,Frontier Airlines Inc.,PHL,PA,MDW,IL,722,9
F9,Frontier Airlines Inc.,PHL,PA,MIA,FL,694,9
F9,Frontier Airlines Inc.,PHL,PA,MIA,FL,722,9
F9,Frontier Airlines Inc.,PHL,PA,MSY,LA,694,9
F9,Frontier Airlines Inc.,PHL,PA,MSY,LA,722,9
F9,Frontier Airlines Inc.,PHL,PA,PBI,FL,694,9
F9,Frontier Airlines Inc.,PHL,PA,PBI,FL,699,9
F9,Frontier Airlines Inc.,PHL,PA,PBI,FL,722,9
F9,Frontier Airlines Inc.,PHL,PA,RDU,NC,694,9
F9,Frontier Airlines Inc.,PHL,PA,RDU,NC,699,9
F9,Frontier Airlines Inc.,PHL,PA,RDU,NC,722,9
F9,Frontier Airlines Inc.,PHL,PA,RSW,FL,694,9
F9,Frontier Airlines Inc.,PHL,PA,RSW,FL,699,9
F9,Frontier Airlines Inc.,PHL,PA,RSW,FL,722,9
F9,Frontier Airlines Inc.,PHL,PA,SAT,TX,722,9
F9,Frontier Airlines Inc.,PHL,PA,SAV,GA,722,9
F9,Frontier Airlines Inc.,PHL,PA,SJU,PR,694,9
F9,Frontier Airlines Inc.,PHL,PA,SJU,PR,699,9
F9,Frontier Airlines Inc.,PHL,PA,SJU,PR,722,9
F9,Frontier Airlines Inc.,PHL,PA,SRQ,FL,694,9
F9,Frontier Airlines Inc.,PHL,PA,SRQ,FL,722,9
F9,Frontier Airlines Inc.,PHL,PA,TPA,FL,694,9
F9,Frontier Airlines Inc.,PHL,PA,TPA,FL,699,9
F9,Frontier Airlines Inc.,PHL,PA,TPA,FL,722,9
F9,Frontier Airlines Inc.,PHX,AZ,ATL,GA,694,9
F9,Frontier Airlines Inc.,PHX,AZ,ATL,GA,722,9
F9,Frontier Airlines Inc.,PHX,AZ,CLE,OH,699,9
F9,Frontier Airlines Inc.,PHX,AZ,COS,CO,694,9
F9,Frontier Airlines Inc.,PHX,AZ,COS,CO,722,9
